B_Index,N_Index,Cl_Index,conf_idxs_ts,TS_G,deltaG(kcal/mol),deltaGa(kcal/mol),B_Cl,C_Cl,G_energy_qharm,TS_G_qharm,deltaG_react_qharm,deltaG_qharm(kcal/mol),deltaGa_qharm(kcal/mol)
409,163,501,3,-1857.283283,4.29366875,35.44191535,2.154377505,2.287815822,-1857.352227,-1857.309324,2.467106736,2.467106736,26.92186653
409,178,501,0,-1437.3962,1.26284375,33.83893522,2.358214831,2.321367052,-1437.553676,-1437.511854,1.866469609,1.866469609,26.24369529
409,193,501,3,-1527.715599,6.6210035,35.21403873,2.149478946,2.343195684,-1527.853206,-1527.809143,7.568791243,7.568791243,27.65006786
409,223,501,11,-1396.905392,2.00078375,33.4726823,2.293818135,2.308829356,-1397.063774,-1397.022941,1.479226998,1.479226998,25.62304267
409,245,501,0,-1317.380169,2.97435,35.74788435,2.040856511,2.327975972,-1317.507064,-1317.46219,3.926693145,3.926693145,28.15889215
409,263,501,2,-1435.249574,-1.971856,34.95132957,2.131636072,2.274242642,-1435.396949,-1435.354058,-0.624418517,-0.624418517,26.91435321
409,273,501,1,-1388.518331,1.897811,34.5977898,2.046074023,2.298585822,-1388.667997,-1388.624618,2.289833855,2.289833855,27.22077066
409,280,501,1,-1374.882462,-0.2503725,35.47525442,2.097744751,2.275466375,-1375.0308,-1374.985542,0.679502049,0.679502049,28.40025424
409,292,480,0,-2007.269075,45.9715285,48.45531155,2.038292634,2.185080778,-2007.441717,-2007.37471,21.16649624,21.16649624,42.04771245
409,292,483,10,-1951.897343,28.4846095,49.901812,2.001728913,2.15566504,-1952.071563,-1951.99935,28.5639097,28.5639097,45.31464258
409,293,501,11,-1449.087172,-0.97519775,34.42376523,2.149483522,2.218463171,-1449.217748,-1449.177238,-1.947504408,-1.947504408,25.42005729
409,296,488,0,-1977.015178,-2.2596275,24.41600618,2.408066462,2.138631361,-1977.171114,-1977.140845,-0.120812022,-0.120812022,18.99366377
409,302,483,0,-1951.873635,32.19821725,52.28743523,2.006968635,2.175139329,-1952.051342,-1951.974895,32.71184772,32.71184772,47.97087724
409,304,501,2,-1298.664202,-1.39549725,36.29940038,2.128229245,2.250922148,-1298.795366,-1298.751231,-0.379487347,-0.379487347,27.69529288
409,306,537,10,-1963.242548,3.98719775,24.43159328,2.087307837,2.319490721,-1963.387143,-1963.355689,3.236204473,3.236204473,19.73773534
409,306,544,2,-2283.30109,-3.74272375,31.8268753,2.181724145,2.254118535,-2283.431829,-2283.391213,-3.911067582,-3.911067582,25.4875068
409,306,592,10,-1860.860086,12.289964,13.12651562,2.333028908,2.319969168,-1860.960256,-1860.942927,11.68096528,11.68096528,10.87439692
409,307,501,1,-1373.664805,0.0571025,36.29658917,2.126387054,2.256724853,-1373.820705,-1373.774491,0.804939086,0.804939086,28.99949867
409,328,501,10,-1418.601957,1.0771665,34.07038233,2.05078709,2.268624699,-1418.699382,-1418.655019,0.587584346,0.587584346,27.83847507
409,333,445,1,-2481.694715,-2.55310925,30.04700293,2.117372106,2.28928572,-2481.838952,-2481.801184,-2.233330651,-2.233330651,23.69970309
409,333,472,0,-2191.638143,1.970601,37.7063746,2.083583753,2.267106885,-2191.77324,-2191.727175,2.57452876,2.57452876,28.90635476
409,333,488,12,-2006.708657,12.0052045,19.9463927,2.189949745,2.056286204,-2006.862016,-2006.834047,15.74320731,15.74320731,17.55068455
409,333,514,1,-2453.405545,11.76016575,44.9849228,2.001572857,2.308491744,-2453.532781,-2453.473629,15.12485627,15.12485627,37.11886636
409,333,533,12,-1972.2804,6.705465,18.8858424,2.096769886,2.311108229,-1972.443095,-1972.418467,6.303581876,6.303581876,15.45391749
409,333,537,14,-2071.52462,7.21493225,20.00574793,2.159587614,2.292684508,-2071.68083,-2071.655364,7.155336911,7.155336911,15.98041059
409,333,543,1,-2429.696236,-3.47992675,16.75315815,2.352094336,2.243354883,-2429.829485,-2429.809814,-3.788264423,-3.788264423,12.34401348
409,333,544,12,-2391.58036,-0.51498925,29.15963635,2.07192562,2.337621791,-2391.725516,-2391.687665,0.008064857,0.008064857,23.75189702
409,333,590,5,-1704.121643,-3.0919435,22.20931457,2.18450257,2.330999109,-1704.307402,-1704.282913,-4.065696694,-4.065696694,15.36680712
409,333,591,10,-1854.598769,5.390978,35.4741563,2.022526023,2.337652579,-1854.744794,-1854.699216,5.795171571,5.795171571,28.60075515
409,333,619,10,-2962.37168,5.65396325,33.2015772,2.048498188,2.333869972,-2962.507988,-2962.464653,6.840419001,6.840419001,27.19287764
409,366,483,2,-2334.273955,29.24080975,49.23048113,2.031392965,2.03309936,-2334.453086,-2334.382204,27.43182211,27.43182211,44.47957721
409,367,483,10,-2074.62659,29.73879375,49.13472463,2.052809147,2.065728287,-2074.838836,-2074.769434,28.04598714,28.04598714,43.55092485
409,377,483,1,-1940.92381,38.336485,55.9991291,2.000337701,2.190791725,-1941.099695,-1941.017635,38.67987253,38.67987253,51.49340939
409,377,488,12,-1887.466115,11.9994315,26.763628,2.340121298,2.174352083,-1887.604047,-1887.566646,14.53851842,14.53851842,23.46963821
409,377,526,10,-1408.49007,2.988908,8.966265925,2.354503414,2.492223754,-1408.596407,-1408.581852,4.721408914,4.721408914,9.133719604
409,377,598,10,-2744.710588,3.13254275,40.64859033,2.281739772,2.284907404,-2744.837344,-2744.789453,4.357255247,4.357255247,30.05187797
410,46,492,0,-1754.779537,29.24532775,40.08134915,2.54425822,1.868133987,-1754.945,-1754.883851,6.892918091,6.892918091,38.37159697
410,195,483,10,-2319.790888,32.26410475,49.5547794,2.208926876,2.083770443,-2320.039549,-2319.967116,32.40120619,32.40120619,45.45224627
410,296,483,0,-2162.13124,32.76171225,50.201506,2.127521539,2.01089213,-2162.375149,-2162.299299,32.65664787,32.65664787,47.59633573
410,302,483,10,-2083.526292,36.3604875,52.8912722,2.009052979,2.119509559,-2083.760645,-2083.681403,36.50140117,36.50140117,49.72499071
410,306,483,0,-2083.538387,39.054847,53.89214725,2.009801191,2.148678714,-2083.774314,-2083.690346,39.77962905,39.77962905,52.69070956
410,377,483,10,-2072.573514,40.33977875,55.84963978,2.043675142,2.219676549,-2072.805281,-2072.723535,40.98678343,40.98678343,51.29652188
411,152,490,0,-1664.571184,21.36869675,43.44784273,2.37742665,2.210804265,-1664.825159,-1664.763639,20.77625744,20.77625744,38.60380973
411,171,484,0,-1836.763821,13.55651,41.67007247,2.404074036,2.240573015,-1837.079567,-1837.022118,12.11598715,12.11598715,36.04963566
411,171,490,11,-1665.751576,23.32461425,44.63479035,2.351348671,2.217940516,-1666.002688,-1665.940637,21.54814079,21.54814079,38.93756628
411,171,554,11,-1795.52596,14.04564625,41.57833825,2.411283858,2.27597138,-1795.794239,-1795.73746,12.67915468,12.67915468,35.62916466
411,189,512,12,-2024.138549,0.259283,31.99481312,2.646596166,2.328203158,-2024.45416,-2024.415294,-0.087999643,-0.087999643,24.38896561
412,160,467,10,-1634.936501,6.65670825,31.95304045,2.187706961,2.312735039,-1635.059371,-1635.018234,7.724609196,7.724609196,25.81344756
412,160,468,10,-1908.642043,5.112368,33.473862,2.229502524,2.247921538,-1908.751809,-1908.708434,7.227467807,7.227467807,27.21815618
412,195,526,11,-1573.689341,-3.2666395,20.16984545,2.435235983,2.428381706,-1573.869173,-1573.843901,-2.546071376,-2.546071376,15.85803982
412,333,488,0,-1924.720012,17.82934575,27.33090683,2.220809052,2.146530851,-1924.910236,-1924.874916,19.95931378,19.95931378,22.16355951
412,377,483,10,-1858.938201,42.37676925,54.87031935,2.049240239,2.186195265,-1859.140246,-1859.057011,40.76951091,40.76951091,52.23019081
413,27,492,0,-1814.049408,21.92026925,27.23462322,2.762424331,1.874327507,-1814.192832,-1814.152661,-0.411047945,-0.411047945,25.20786996
413,74,483,11,-3272.13746,9.57809725,28.8892717,2.109662558,2.005530979,-3272.273803,-3272.232391,10.13989195,10.13989195,25.98691344
413,74,485,0,-3294.138444,3.44039425,24.95134525,2.012586603,2.270109469,-3294.288549,-3294.253104,3.819264912,3.819264912,22.2419711
413,74,492,0,-3142.703742,32.2528725,37.11351887,2.309226031,2.055766465,-3142.849123,-3142.792485,10.98831797,10.98831797,35.54080325
413,138,596,11,-2197.500583,6.74945275,29.83030207,2.589812258,2.016194344,-2197.717911,-2197.671969,7.369849522,7.369849522,28.82894412
413,160,483,0,-2070.498775,33.197762,43.8499008,2.1014944,2.265382441,-2070.687586,-2070.620416,33.88146663,33.88146663,42.14984127
413,160,526,1,-1538.031465,-2.149815,17.88167925,2.527766075,2.403894729,-1538.184298,-1538.160102,-0.076996981,-0.076996981,15.18329987
413,163,505,10,-2385.670441,8.73938075,33.23080615,2.476044767,2.238435353,-2385.789586,-2385.750226,5.034450414,5.034450414,24.69869926
413,195,483,10,-2301.431356,39.50796475,47.9837453,2.165458247,2.304902148,-2301.678363,-2301.605997,37.4301984,37.4301984,45.41010388
413,195,526,1,-1768.96108,4.16038775,23.87736645,2.40173371,2.499827796,-1769.175075,-1769.147458,3.471734784,3.471734784,17.3301744
413,263,505,1,-1963.623145,3.406321,38.83046555,2.45943934,2.224677434,-1963.827946,-1963.777786,3.905808113,3.905808113,31.47592633
413,306,483,10,-2065.182077,39.575672,51.25632722,2.02777659,2.292346319,-2065.415457,-2065.338035,38.13200305,38.13200305,48.58299798
413,333,488,12,-2119.991193,21.89717725,28.20804515,2.414022284,2.127297139,-2120.214548,-2120.176456,24.04405947,24.04405947,23.90300719
413,377,483,0,-2054.214345,41.1089055,52.87080315,2.070417628,2.258262403,-2054.442692,-2054.365549,38.67850663,38.67850663,48.40799548
414,27,479,2,-2042.899573,17.56541925,33.51195752,2.121446672,2.195660884,-2043.10598,-2043.054324,20.05120141,20.05120141,32.41458572
414,27,483,10,-1867.300613,24.46904875,36.16081073,2.236241729,2.018312518,-1867.451888,-1867.390442,26.68965267,26.68965267,38.55742453
414,27,488,0,-1813.772868,-1.86800475,50.88104457,2.677700765,1.88624444,-1813.95624,-1813.874096,2.548298557,2.548298557,51.54598657
414,27,490,1,-1226.087168,19.16529325,49.36508615,2.710164499,1.89865237,-1226.236863,-1226.157129,21.11141106,21.11141106,50.03375348
414,27,492,10,-1737.854027,47.143824,52.459251,2.65974944,1.893538317,-1738.027207,-1737.942761,27.53807869,27.53807869,52.9910099
414,27,506,1,-1206.639164,6.69009125,52.58847207,2.938087166,2.016505154,-1206.814297,-1206.73052,8.435583967,8.435583967,52.57114923
414,27,508,2,-1438.803916,14.267844,52.3154782,2.869032233,1.995756014,-1439.017064,-1438.934254,15.47466272,15.47466272,51.96454693
414,27,582,10,-1281.841348,7.28081975,52.86184872,2.97409085,2.084214601,-1282.018544,-1281.938807,9.998062176,9.998062176,50.03604915
414,100,486,11,-1885.84867,15.8773815,30.75968605,2.458940338,2.049426159,-1886.053404,-1886.008084,16.02246466,16.02246466,28.43868393
414,145,506,0,-1411.035891,11.720947,47.7405765,2.362436132,2.392470166,-1411.232746,-1411.167637,14.42585335,14.42585335,40.85652506
414,163,506,2,-1781.098911,14.52028725,44.87630882,2.274356304,2.389862525,-1781.221676,-1781.169199,9.791535833,9.791535833,32.92969655
414,178,506,2,-1361.215757,-2.12929575,31.40026942,2.39782361,2.289391964,-1361.409131,-1361.369903,-3.062528947,-3.062528947,24.61616351
414,195,483,10,-2225.230014,37.67541375,53.20965942,2.330804358,2.088097733,-2225.469487,-2225.397363,34.42616406,34.42616406,45.25836691
414,263,506,10,-1359.065269,11.48946225,42.901171,2.353861384,2.461617843,-1359.259159,-1359.204566,9.099424456,9.099424456,34.25762264
414,280,506,4,-1298.720387,-1.54923475,29.02303587,2.229399061,2.395454584,-1298.89853,-1298.858882,-2.557222567,-2.557222567,24.87919541
414,304,506,1,-1222.49978,-3.3645295,33.75363915,2.348316368,2.357499815,-1222.668235,-1222.624047,-4.056732582,-4.056732582,27.72822702
414,306,483,1,-1988.98661,37.1438585,54.22898925,2.051727398,2.121821857,-1989.210369,-1989.132284,34.83183122,34.83183122,48.99934988
414,366,483,10,-2371.360391,42.75276725,57.18366085,2.2640137,2.249426891,-2371.593478,-2371.511298,39.1539977,39.1539977,51.56865974
414,367,483,1,-2111.710797,43.97011725,56.32975885,2.207182868,2.199347722,-2111.975054,-2111.897015,38.67672556,38.67672556,48.96998716
414,377,483,11,-1978.018049,39.78619825,54.72393615,2.080545711,2.129876299,-1978.235881,-1978.156335,37.91815952,37.91815952,49.91570151
415,143,479,10,-2508.529216,-2.33235475,25.9854527,2.193053951,2.059894977,-2508.723376,-2508.685763,-1.145770873,-1.145770873,23.60251763
415,143,483,10,-2332.929548,4.57127475,29.07821822,2.145420111,2.038222429,-2333.069284,-2333.026009,5.492680386,5.492680386,27.15536546
415,143,486,2,-1786.532816,4.1117565,30.4231327,2.125616014,2.144676136,-1786.69377,-1786.649701,5.168367556,5.168367556,27.65366093
415,143,490,0,-1691.738502,-0.73248075,28.22786788,2.185714477,2.102028771,-1691.854259,-1691.814388,-0.085561216,-0.085561216,25.01924388
415,143,492,11,-2203.504292,27.24605,31.9924349,2.037894449,2.021339179,-2203.644604,-2203.599366,6.341106408,6.341106408,28.38669029
415,143,618,0,-3124.94002,-1.1941325,26.87489003,2.198542833,2.07561102,-3125.076123,-3125.037317,-0.294277147,-0.294277147,24.35060401
415,304,507,0,-1512.028224,-4.03400925,25.38733852,2.136269379,2.36386485,-1512.188309,-1512.150958,-3.873446968,-3.873446968,23.43812025
415,333,488,1,-2216.650575,9.64975775,21.06293483,2.1288681,2.123412219,-2216.833202,-2216.805438,7.931284221,7.931284221,17.4223969
416,27,508,11,-1319.739532,6.9515705,48.36645755,2.748411227,1.98205953,-1319.93147,-1319.853506,7.631554214,7.631554214,48.92373134
416,27,517,0,-1161.58648,1.46339275,48.78481808,2.902985235,2.001797834,-1161.742295,-1161.663321,3.78703793,3.78703793,49.55697694
416,143,479,0,-2216.591515,-2.57758175,28.2299449,2.189230039,2.044784682,-2216.792953,-2216.750675,0.236545086,0.236545086,26.52964874
416,143,480,0,-2096.371914,21.81296675,24.64632377,2.262652991,2.021778702,-2096.509015,-2096.474099,-0.52241711,-0.52241711,21.90970876
416,143,483,10,-2040.992652,4.32604775,30.81776745,2.164946978,2.03851242,-2041.138861,-2041.091258,6.874996345,6.874996345,29.87105887
416,143,492,0,-1911.5737,27.000823,29.7760798,2.048814841,2.025210608,-1911.714181,-1911.670134,7.723422367,7.723422367,27.63963558
416,304,508,10,-1335.583094,3.2287385,32.39015695,2.115718011,2.359056711,-1335.772984,-1335.73444,1.475177215,1.475177215,24.18666932
416,306,483,1,-1869.91043,34.3075585,46.8172228,2.028873576,2.189916544,-1870.109413,-1870.042166,31.84405103,31.84405103,42.1980058
416,333,488,0,-1924.725219,15.17677775,23.46157868,2.133822233,2.126149041,-1924.911557,-1924.879127,16.32218244,16.32218244,20.34985383
416,377,483,1,-1858.944452,38.09207375,52.2257206,2.011122693,2.191856802,-1859.143305,-1859.068595,35.97128851,35.97128851,46.88136214
417,141,480,1,-2728.10114,25.87590375,27.867275,2.225298661,2.076094595,-2728.175313,-2728.133385,1.914696651,1.914696651,26.31005613
417,143,480,10,-2706.899643,24.35358875,28.48755875,2.235833892,2.087253085,-2707.037749,-2706.995294,2.719941957,2.719941957,26.64099741
417,143,481,0,-2148.881532,1.894548,30.93485268,2.166590772,2.152539637,-2148.997218,-2148.949797,6.058405972,6.058405972,29.75675357
417,143,485,0,-2673.490099,0.72896675,50.33986348,2.227923197,2.099106071,-2673.682341,-2673.638573,3.796728377,3.796728377,27.46459396
417,143,490,10,-2010.333253,1.56291425,31.34941683,2.189746447,2.138705676,-2010.452571,-2010.40714,4.53911381,4.53911381,28.50843191
417,143,492,0,-2522.102138,29.541445,33.1722102,2.124556313,2.100697158,-2522.242915,-2522.189988,10.96578143,10.96578143,33.21220396
417,143,617,10,-4362.753464,-2.30418,26.5254039,2.218638793,2.080099383,-4362.873179,-4362.832248,1.14171443,1.14171443,25.68486769
417,143,618,10,-3443.534653,1.1012625,30.07131855,2.195445802,2.114293625,-3443.674434,-3443.62912,4.330397879,4.330397879,28.43500816
417,160,475,0,-1784.626854,15.37029875,36.80766282,2.037534641,2.483689423,-1784.764662,-1784.713046,18.28914859,18.28914859,32.38939616
417,160,476,0,-1822.696406,4.89983375,37.23565547,2.161916594,2.314040782,-1822.845028,-1822.796821,7.724064971,7.724064971,30.25068868
417,160,477,0,-2358.547322,19.38473,39.6952735,2.048639852,2.379222105,-2358.711166,-2358.650572,22.05714032,22.05714032,38.02295947
417,160,478,0,-1990.209892,20.27327,40.50255852,2.050597398,2.348023644,-1990.375706,-1990.314622,22.90045116,22.90045116,38.33074548
417,160,486,10,-1939.367248,22.761684,42.78961405,2.016811664,2.448122092,-1939.539898,-1939.476205,25.44829423,25.44829423,39.96778041
417,160,490,0,-1844.572977,17.91744675,40.5672977,2.077752354,2.32502657,-1844.700387,-1844.642869,20.19436546,20.19436546,36.09269914
417,160,509,0,-2121.675023,9.08425475,33.49310115,2.072569609,2.282413475,-2121.788303,-2121.743703,12.21032329,12.21032329,27.9866541
417,377,483,0,-2469.474467,33.97592475,51.81426258,2.002463907,2.177466328,-2469.667097,-2469.591135,33.53439081,33.53439081,47.66714943
418,160,474,0,-1771.948557,28.46898475,46.13351135,2.051190105,2.441268169,-1772.11001,-1772.038706,29.73341851,29.73341851,44.74451302
418,292,483,10,-2190.777106,35.666598,53.69649902,2.006087066,2.210188394,-2190.972147,-2190.894089,33.61838131,33.61838131,48.98253188
418,302,483,11,-2190.757043,38.99680325,54.58166935,2.011812056,2.236669067,-2190.954223,-2190.872633,37.80952178,37.80952178,51.19824448
418,333,488,1,-2245.583572,20.87221875,27.91037798,2.334461553,2.142137477,-2245.763476,-2245.725469,21.24707023,21.24707023,23.84965456
418,333,544,10,-2630.452697,8.352025,38.74148605,2.195281966,2.377402785,-2630.626976,-2630.578338,5.511927776,5.511927776,30.52078628
418,333,602,10,-2899.387995,12.5456075,36.68448458,2.091328721,2.301366403,-2899.525455,-2899.475393,10.3892379,10.3892379,31.41423194
419,292,483,2,-1962.202224,30.8640895,48.57614923,2.040185018,2.132059303,-1962.420349,-1962.350647,30.88004155,30.88004155,43.73838851
419,302,483,0,-1962.177752,36.0309245,54.43797813,2.058494606,2.18300046,-1962.405508,-1962.323243,36.9940377,36.9940377,51.62180367
419,306,483,0,-1962.187412,38.95890225,55.18297123,2.031969043,2.201435146,-1962.417121,-1962.335354,39.33326196,39.33326196,51.30956749
419,333,488,10,-2017.005535,17.83813075,25.56690392,2.346057658,2.070503645,-2017.212771,-2017.178727,18.03748664,18.03748664,21.36261077
419,377,483,11,-1951.224388,38.18030025,54.95516363,2.03338895,2.192199374,-1951.445609,-1951.365007,38.40032234,38.40032234,50.57846065
420,143,479,0,-2667.775767,-2.84753225,28.4869438,2.201824184,2.082677559,-2667.988518,-2667.945157,0.311859641,0.311859641,27.20966136
420,143,480,11,-2547.552483,21.54301625,27.21489462,2.232415589,2.071680266,-2547.70458,-2547.663964,-0.447102555,-0.447102555,25.48682401
420,143,483,10,-2492.177265,4.05609725,30.8488287,2.176022017,2.07417839,-2492.334426,-2492.286158,6.9503109,6.9503109,30.28892203
420,143,485,0,-2514.138577,-2.08160575,51.80455515,2.198784522,2.10171274,-2514.349172,-2514.305068,0.629683865,0.629683865,27.6757672
420,143,492,0,-2362.755851,26.7308725,31.35153778,2.136206357,2.080869034,-2362.909746,-2362.858451,7.798736922,7.798736922,32.18779527
420,160,476,10,-1663.344618,6.34057375,36.05308153,2.046706434,2.291982129,-1663.51026,-1663.460119,9.869396325,9.869396325,31.46385371
420,160,477,11,-2199.189578,20.82547,42.25046605,1.99158925,2.338602828,-2199.376397,-2199.31324,24.20247167,24.20247167,39.63172482
421,141,483,0,-2173.374034,4.948465,31.93447272,2.182355448,2.030436379,-2173.455924,-2173.409733,5.110371906,5.110371906,28.98496808
421,141,485,10,-2195.340292,-1.189238,49.78674733,2.204198607,2.05405869,-2195.470669,-2195.429479,-1.210255129,-1.210255129,25.84749957
421,141,492,10,-2043.953735,27.62324025,31.73791463,2.135785869,2.060410047,-2044.031243,-2043.982992,5.958797928,5.958797928,30.27792863
421,143,483,0,-2152.178889,1.921405,29.33917038,2.14796518,2.036723847,-2152.319848,-2152.274393,3.175737378,3.175737378,28.52335028
421,143,490,10,-1510.986905,-3.3823505,29.0771201,2.171429821,2.090266696,-1511.104823,-1511.064219,-2.402504224,-2.402504224,25.47982289
421,143,492,0,-2022.756122,24.59618025,30.6917027,2.103621762,2.043482465,-2022.895168,-2022.847887,4.0241634,4.0241634,29.66904903
421,160,476,11,-1323.356087,6.78873425,33.3532063,2.034845582,2.281553679,-1323.500831,-1323.458625,7.496567543,7.496567543,26.48444565
421,160,494,0,-1870.988861,6.7876675,32.8453078,2.301164971,2.154319954,-1871.118658,-1871.077638,6.494445505,6.494445505,25.74067813
421,333,488,10,-2035.917706,7.97445825,14.56711757,2.08640121,1.942411098,-2036.087851,-2036.069986,9.811320843,9.811320843,11.21046956
422,11,483,11,-2493.890229,4.04291975,18.6666441,2.391157387,2.148452155,-2493.992043,-2493.976765,0.403592969,0.403592969,9.587103014
422,11,492,10,-2364.449132,26.717695,31.52091257,2.5541695,1.963110649,-2364.567363,-2364.528068,1.25201899,1.25201899,24.65780065
422,195,483,0,-2831.236378,38.38662225,53.91893523,2.290495973,2.219769903,-2831.466471,-2831.389375,37.13268734,37.13268734,48.37886687
422,292,483,0,-2594.994857,36.35163975,50.00812305,2.202810576,2.172404429,-2595.198447,-2595.131489,34.02232016,34.02232016,42.01668334
422,302,483,0,-2594.972366,40.80688975,56.780718,2.134361381,2.186572143,-2595.18716,-2595.105499,41.97353873,41.97353873,51.24345816
422,306,479,0,-2770.586597,37.55280025,52.1870164,2.058016774,2.338936369,-2770.854076,-2770.777779,38.21395516,38.21395516,47.87696051
422,306,483,0,-2594.981244,44.45642975,58.84733278,2.095643779,2.290973281,-2595.199984,-2595.11153,44.85240642,44.85240642,55.50591373
422,306,485,10,-2616.98613,38.31872675,52.46117115,2.004493623,2.381287351,-2617.21473,-2617.136314,38.53177939,38.53177939,49.20671373
422,306,514,10,-2988.239143,17.8743375,42.91240325,2.218211162,2.312091804,-2988.375101,-2988.312868,20.09270127,20.09270127,39.05210865
422,366,483,10,-2977.354512,41.75817975,62.9165887,2.205485937,2.209313989,-2977.583475,-2977.494682,39.36103422,39.36103422,55.71814081
422,367,483,10,-2717.714582,42.01608225,56.08536643,2.206655791,2.196312381,-2717.966623,-2717.88834,38.38588837,38.38588837,49.12338982
422,377,483,0,-2584.018168,46.54851475,59.74930755,2.160636727,2.264564618,-2584.230152,-2584.145703,45.54088076,45.54088076,52.99274119
422,377,485,10,-2606.017603,40.41081175,56.7829519,2.117888616,2.338900597,-2606.244898,-2606.165974,39.22025372,39.22025372,49.52550359
423,6,483,12,-1891.299444,1.125986,27.6158483,2.20515192,2.030006934,-1891.433486,-1891.392748,1.552061848,1.552061848,25.56379438
423,14,480,0,-1874.766181,25.995819,29.08112983,2.282538663,2.052647069,-1874.916266,-1874.875526,1.569078884,1.569078884,25.56420287
423,16,480,0,-1875.996169,22.97371625,24.98575107,2.281329074,2.034844083,-1876.132954,-1876.099227,-2.359698493,-2.359698493,21.16431853
423,25,553,10,-1097.456762,-3.79992665,28.18590695,2.45220989,2.322070185,-1097.575704,-1097.538989,-1.733529466,-1.733529466,23.0390352
423,35,480,0,-1874.808136,26.6226915,28.84492628,2.285951808,2.043570322,-1874.954367,-1874.914437,2.048973533,2.048973533,25.05662233
423,36,480,10,-2063.357066,23.868845,26.42635303,2.290368754,2.026191313,-2063.50476,-2063.468272,-1.252762658,-1.252762658,22.89621503
423,70,480,10,-2231.141426,27.08497075,28.10437587,2.210201139,2.078994883,-2231.26711,-2231.228784,2.094241779,2.094241779,24.04989379
423,74,479,1,-3320.311577,3.13317025,31.9972792,2.170618251,2.079401472,-3320.491886,-3320.446599,3.200789841,3.200789841,28.41796509
423,74,480,12,-3200.090109,27.52371875,29.5854704,2.187865299,2.066021503,-3200.207948,-3200.165679,2.441827645,2.441827645,26.52383364
423,74,483,0,-3144.713697,10.03679975,33.96831945,2.151820872,2.067778884,-3144.837794,-3144.788435,9.8392411,9.8392411,30.97332135
423,74,492,10,-3015.29101,32.711575,35.2707208,2.134322489,2.067933221,-3015.413113,-3015.361826,10.68766712,10.68766712,32.18360545
423,75,480,12,-2197.159555,23.89287825,25.3709294,2.228969064,2.064446344,-2197.312527,-2197.278056,-0.460734404,-0.460734404,21.63083854
423,77,480,10,-2250.542881,29.07540075,29.87383802,2.236631382,2.076139565,-2250.677636,-2250.63806,3.440186449,3.440186449,24.83407299
423,77,483,1,-2195.166861,11.58848175,34.01081375,2.178850132,2.088679153,-2195.307482,-2195.25922,10.8375999,10.8375999,30.28508342
423,86,479,0,-2405.967569,0.143572,26.61228127,2.216437155,2.088535802,-2406.176679,-2406.139986,1.529064235,1.529064235,23.02534887
423,86,480,10,-2285.743828,24.5341205,25.62646622,2.230797624,2.082674034,-2285.892741,-2285.857604,0.770102038,0.770102038,22.04900038
423,88,480,10,-2347.583046,26.33586125,29.1071648,2.260785914,2.038984612,-2347.75332,-2347.715636,2.103748286,2.103748286,23.64685539
423,88,483,0,-2292.207666,8.84894225,32.84281035,2.172524653,2.030417679,-2292.383166,-2292.339772,9.501161741,9.501161741,27.23054167
423,89,480,2,-2464.033077,25.86084375,26.88477315,2.226845482,2.070726718,-2464.240989,-2464.205067,1.293985117,1.293985117,22.54123066
423,90,480,0,-2268.041547,27.4045565,29.87051855,2.190398904,2.084205388,-2268.180633,-2268.139676,3.768910533,3.768910533,25.70133772
423,92,483,1,-2523.930044,7.14465225,29.80815133,2.158265152,2.005564815,-2524.188539,-2524.148821,7.344852968,7.344852968,24.92352238
423,95,492,1,-2045.149883,33.018548,34.87947455,2.159863122,2.093933622,-2045.284172,-2045.232743,12.40517274,12.40517274,32.27246095
423,99,492,1,-2240.841078,29.8759025,32.74198365,2.159400556,2.059006837,-2241.060142,-2241.014537,8.391727711,8.391727711,28.61756679
423,106,478,0,-1529.7757,4.96835675,31.28161545,2.169380564,2.114431541,-1529.912946,-1529.865958,6.003040312,6.003040312,29.48578701
423,114,481,11,-1902.686837,5.620643,32.07602417,2.172636586,2.14195924,-1902.867939,-1902.818838,6.902336678,6.902336678,30.81115541
423,114,492,10,-2275.907802,33.26754,34.08812175,2.129617392,2.081461463,-2276.113636,-2276.065035,11.80971214,11.80971214,30.49747153
423,121,483,3,-3021.306057,10.78666225,33.29149167,2.180714653,2.044840904,-3021.528536,-3021.485521,9.658619996,9.658619996,26.99238536
423,121,492,10,-2891.883386,33.4614375,34.58311257,2.174630631,2.058745436,-2892.103856,-2892.059486,10.50704602,10.50704602,27.84241803
423,123,480,0,-2878.232206,24.87127625,26.06606135,2.246004288,2.039363001,-2878.453054,-2878.421703,0.171945021,0.171945021,19.67344856
423,124,483,1,-2822.844182,9.50405225,33.2683181,2.173207331,2.020955251,-2823.085409,-2823.041791,9.600078248,9.600078248,27.37055962
423,126,492,10,-2321.875678,30.4946175,32.92328722,2.185806327,2.047620948,-2322.103578,-2322.060332,8.32084697,8.32084697,27.13671426
423,137,492,10,-2470.908754,31.99999,32.8485457,2.143899997,2.078413796,-2471.165376,-2471.11877,9.44790552,9.44790552,29.24552114
423,140,483,1,-2217.007214,9.22732475,30.78110263,2.185352008,2.079905598,-2217.171227,-2217.127709,9.031690012,9.031690012,27.308242
423,141,479,10,-2305.623133,6.0821065,34.06838687,2.137593971,2.113682575,-2305.784849,-2305.734395,7.554512853,7.554512853,31.66053338
