identifier,B_Index,N_Index,Cl_Index,conf_idxs_ts,log_source,log_name_variant,log_found,log_path,normal_termination,charge,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after
B_00432_Nu_00157_Cl_00498_0000,432,157,498,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00157_Cl_00498_0000.log,True,0,2,0.75,0.7682,0.7502,0.7502,0.018199999999999994,0.00019999999999997797
B_00432_Nu_00163_Cl_00472_0000,432,163,472,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00163_Cl_00472_0000.log,True,0,2,0.75,0.7593,0.7501,0.7501,0.009299999999999975,9.999999999998899e-05
B_00432_Nu_00165_Cl_00533_0000,432,165,533,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00165_Cl_00533_0000.log,True,0,2,0.75,0.7601,0.7501,0.7501,0.010099999999999998,9.999999999998899e-05
B_00432_Nu_00166_Cl_00581_0000,432,166,581,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00166_Cl_00581_0000.log,True,0,2,0.75,0.761,0.7501,0.7501,0.01100000000000001,9.999999999998899e-05
B_00432_Nu_00175_Cl_00508_0001,432,175,508,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00175_Cl_00508_0001.log,True,0,2,0.75,0.7634,0.75,0.75,0.013399999999999967,0.0
B_00432_Nu_00176_Cl_00591_0000,432,176,591,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00176_Cl_00591_0000.log,True,0,2,0.75,0.7572,0.75,0.75,0.007199999999999984,0.0
B_00432_Nu_00177_Cl_00562_0001,432,177,562,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00177_Cl_00562_0001.log,True,0,2,0.75,0.7658,0.7501,0.7501,0.015800000000000036,9.999999999998899e-05
B_00432_Nu_00178_Cl_00533_0000,432,178,533,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00178_Cl_00533_0000.log,True,0,2,0.75,0.7646,0.7501,0.7501,0.014599999999999946,9.999999999998899e-05
B_00432_Nu_00183_Cl_00491_0000,432,183,491,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00183_Cl_00491_0000.log,True,0,2,0.75,0.7642,0.7502,0.7502,0.01419999999999999,0.00019999999999997797
B_00432_Nu_00184_Cl_00587_0000,432,184,587,0,TS_needIRC_base_then_conf_v1,base_without_conf,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00184_Cl_00587.log,True,0,2,0.75,0.7615,0.7501,0.7501,0.011499999999999955,9.999999999998899e-05
B_00432_Nu_00185_Cl_00566_0000,432,185,566,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00185_Cl_00566_0000.log,True,0,2,0.75,0.7645,0.7501,0.7501,0.014499999999999957,9.999999999998899e-05
B_00432_Nu_00194_Cl_00499_0001,432,194,499,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00194_Cl_00499_0001.log,True,0,2,0.75,0.7691,0.7502,0.7502,0.019100000000000006,0.00019999999999997797
B_00432_Nu_00202_Cl_00561_0000,432,202,561,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00202_Cl_00561_0000.log,True,0,2,0.75,0.7689,0.7503,0.7503,0.018900000000000028,0.00029999999999996696
B_00432_Nu_00203_Cl_00465_0001,432,203,465,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00203_Cl_00465_0001.log,True,0,2,0.75,0.7661,0.7501,0.7501,0.016100000000000003,9.999999999998899e-05
B_00432_Nu_00213_Cl_00531_0000,432,213,531,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00213_Cl_00531_0000.log,True,0,2,0.75,0.7595,0.7501,0.7501,0.009499999999999953,9.999999999998899e-05
B_00432_Nu_00217_Cl_00563_0000,432,217,563,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00217_Cl_00563_0000.log,True,0,2,0.75,0.7621,0.7501,0.7501,0.0121,9.999999999998899e-05
B_00432_Nu_00218_Cl_00519_0000,432,218,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00218_Cl_00519_0000.log,True,0,2,0.75,0.7666,0.7501,0.7501,0.016599999999999948,9.999999999998899e-05
B_00432_Nu_00230_Cl_00447_0001,432,230,447,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00230_Cl_00447_0001.log,True,0,2,0.75,0.7651,0.7502,0.7502,0.015100000000000002,0.00019999999999997797
B_00432_Nu_00246_Cl_00488_0000,432,246,488,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00246_Cl_00488_0000.log,True,0,2,0.75,0.7719,0.7504,0.7504,0.02190000000000003,0.00039999999999995595
B_00432_Nu_00248_Cl_00519_0000,432,248,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00248_Cl_00519_0000.log,True,0,2,0.75,0.7735,0.7504,0.7504,0.023499999999999965,0.00039999999999995595
B_00432_Nu_00251_Cl_00593_0000,432,251,593,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00251_Cl_00593_0000.log,True,0,2,0.75,0.7693,0.7503,0.7503,0.019299999999999984,0.00029999999999996696
B_00432_Nu_00254_Cl_00463_0000,432,254,463,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00254_Cl_00463_0000.log,True,0,2,0.75,0.7704,0.7503,0.7503,0.020399999999999974,0.00029999999999996696
B_00432_Nu_00259_Cl_00484_0001,432,259,484,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00259_Cl_00484_0001.log,True,0,2,0.75,0.7709,0.7504,0.7504,0.02090000000000003,0.00039999999999995595
B_00432_Nu_00259_Cl_00504_0000,432,259,504,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00259_Cl_00504_0000.log,True,0,2,0.75,0.77,0.7503,0.7503,0.020000000000000018,0.00029999999999996696
B_00432_Nu_00259_Cl_00546_0002,432,259,546,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00259_Cl_00546_0002.log,True,0,2,0.75,0.7686,0.7503,0.7503,0.01859999999999995,0.00029999999999996696
B_00432_Nu_00259_Cl_00597_0002,432,259,597,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00259_Cl_00597_0002.log,True,0,2,0.75,0.7655,0.7502,0.7502,0.015499999999999958,0.00019999999999997797
B_00432_Nu_00259_Cl_00602_0000,432,259,602,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00259_Cl_00602_0000.log,True,0,2,0.75,0.7643,0.7502,0.7502,0.01429999999999998,0.00019999999999997797
B_00432_Nu_00259_Cl_00610_0000,432,259,610,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00259_Cl_00610_0000.log,True,0,2,0.75,0.7687,0.7503,0.7503,0.01870000000000005,0.00029999999999996696
B_00432_Nu_00259_Cl_00621_0000,432,259,621,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00259_Cl_00621_0000.log,True,0,2,0.75,0.7679,0.7503,0.7503,0.017900000000000027,0.00029999999999996696
B_00432_Nu_00259_Cl_00622_0002,432,259,622,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00259_Cl_00622_0002.log,True,0,2,0.75,0.7649,0.7502,0.7502,0.014900000000000024,0.00019999999999997797
B_00432_Nu_00272_Cl_00519_0000,432,272,519,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00272_Cl_00519_0000.log,True,0,2,0.75,0.7693,0.7502,0.7502,0.019299999999999984,0.00019999999999997797
B_00432_Nu_00277_Cl_00590_0000,432,277,590,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00277_Cl_00590_0000.log,True,0,2,0.75,0.7638,0.7502,0.7502,0.013800000000000034,0.00019999999999997797
B_00432_Nu_00281_Cl_00476_0000,432,281,476,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00281_Cl_00476_0000.log,True,0,2,0.75,0.7734,0.7505,0.7505,0.023399999999999976,0.0004999999999999449
B_00432_Nu_00281_Cl_00566_0000,432,281,566,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00281_Cl_00566_0000.log,True,0,2,0.75,0.7687,0.7503,0.7503,0.01870000000000005,0.00029999999999996696
B_00432_Nu_00287_Cl_00585_0001,432,287,585,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00287_Cl_00585_0001.log,True,0,2,0.75,0.7727,0.7504,0.7504,0.022700000000000053,0.00039999999999995595
B_00432_Nu_00288_Cl_00457_0000,432,288,457,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00288_Cl_00457_0000.log,True,0,2,0.75,0.7687,0.7502,0.7502,0.01870000000000005,0.00019999999999997797
B_00432_Nu_00293_Cl_00451_0000,432,293,451,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00293_Cl_00451_0000.log,True,0,2,0.75,0.7649,0.7502,0.7502,0.014900000000000024,0.00019999999999997797
B_00432_Nu_00293_Cl_00499_0001,432,293,499,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00293_Cl_00499_0001.log,True,0,2,0.75,0.7717,0.7504,0.7504,0.021700000000000053,0.00039999999999995595
B_00432_Nu_00293_Cl_00502_0001,432,293,502,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00293_Cl_00502_0001.log,True,0,2,0.75,0.7657,0.7502,0.7502,0.015700000000000047,0.00019999999999997797
B_00432_Nu_00293_Cl_00526_0000,432,293,526,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00293_Cl_00526_0000.log,True,0,2,0.75,0.7638,0.7502,0.7502,0.013800000000000034,0.00019999999999997797
B_00432_Nu_00293_Cl_00610_0000,432,293,610,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00293_Cl_00610_0000.log,True,0,2,0.75,0.7656,0.7502,0.7502,0.015599999999999947,0.00019999999999997797
B_00432_Nu_00295_Cl_00461_0002,432,295,461,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00295_Cl_00461_0002.log,True,0,2,0.75,0.7663,0.7502,0.7502,0.01629999999999998,0.00019999999999997797
B_00432_Nu_00295_Cl_00597_0000,432,295,597,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00295_Cl_00597_0000.log,True,0,2,0.75,0.7647,0.7502,0.7502,0.014700000000000046,0.00019999999999997797
B_00432_Nu_00295_Cl_00601_0000,432,295,601,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00295_Cl_00601_0000.log,True,0,2,0.75,0.7692,0.7503,0.7503,0.019199999999999995,0.00029999999999996696
B_00432_Nu_00295_Cl_00602_0000,432,295,602,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00295_Cl_00602_0000.log,True,0,2,0.75,0.7665,0.7502,0.7502,0.01649999999999996,0.00019999999999997797
B_00432_Nu_00295_Cl_00604_0000,432,295,604,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00295_Cl_00604_0000.log,True,0,2,0.75,0.7635,0.7502,0.7502,0.013499999999999956,0.00019999999999997797
B_00432_Nu_00297_Cl_00459_0000,432,297,459,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00297_Cl_00459_0000.log,True,0,2,0.75,0.7629,0.7501,0.7501,0.012900000000000023,9.999999999998899e-05
B_00432_Nu_00299_Cl_00516_0000,432,299,516,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00299_Cl_00516_0000.log,True,0,2,0.75,0.7662,0.7502,0.7502,0.016199999999999992,0.00019999999999997797
B_00432_Nu_00305_Cl_00540_0000,432,305,540,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00305_Cl_00540_0000.log,True,0,2,0.75,0.7671,0.7502,0.7502,0.017100000000000004,0.00019999999999997797
B_00432_Nu_00309_Cl_00459_0000,432,309,459,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00309_Cl_00459_0000.log,True,0,2,0.75,0.7686,0.7502,0.7502,0.01859999999999995,0.00019999999999997797
B_00432_Nu_00309_Cl_00604_0001,432,309,604,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00309_Cl_00604_0001.log,True,0,2,0.75,0.7681,0.7503,0.7503,0.018100000000000005,0.00029999999999996696
B_00432_Nu_00310_Cl_00502_0000,432,310,502,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00310_Cl_00502_0000.log,True,0,2,0.75,0.7639,0.7502,0.7502,0.013900000000000023,0.00019999999999997797
B_00432_Nu_00311_Cl_00504_0000,432,311,504,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00311_Cl_00504_0000.log,True,0,2,0.75,0.7709,0.7503,0.7503,0.02090000000000003,0.00029999999999996696
B_00432_Nu_00311_Cl_00526_0000,432,311,526,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00311_Cl_00526_0000.log,True,0,2,0.75,0.7683,0.7502,0.7502,0.018299999999999983,0.00019999999999997797
B_00432_Nu_00311_Cl_00597_0000,432,311,597,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00311_Cl_00597_0000.log,True,0,2,0.75,0.7667,0.7502,0.7502,0.016700000000000048,0.00019999999999997797
B_00432_Nu_00311_Cl_00602_0000,432,311,602,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00311_Cl_00602_0000.log,True,0,2,0.75,0.7667,0.7502,0.7502,0.016700000000000048,0.00019999999999997797
B_00432_Nu_00311_Cl_00610_0000,432,311,610,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00311_Cl_00610_0000.log,True,0,2,0.75,0.7717,0.7503,0.7503,0.021700000000000053,0.00029999999999996696
B_00432_Nu_00311_Cl_00621_0001,432,311,621,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00311_Cl_00621_0001.log,True,0,2,0.75,0.7663,0.7502,0.7502,0.01629999999999998,0.00019999999999997797
B_00432_Nu_00315_Cl_00443_0000,432,315,443,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00443_0000.log,True,0,2,0.75,0.7674,0.7502,0.7502,0.01739999999999997,0.00019999999999997797
B_00432_Nu_00315_Cl_00445_0000,432,315,445,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00445_0000.log,True,0,2,0.75,0.7671,0.7502,0.7502,0.017100000000000004,0.00019999999999997797
B_00432_Nu_00315_Cl_00455_0000,432,315,455,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00455_0000.log,True,0,2,0.75,0.7672,0.7503,0.7503,0.017199999999999993,0.00029999999999996696
B_00432_Nu_00315_Cl_00472_0000,432,315,472,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00472_0000.log,True,0,2,0.75,0.7644,0.7502,0.7502,0.014399999999999968,0.00019999999999997797
B_00432_Nu_00315_Cl_00513_0000,432,315,513,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00513_0000.log,True,0,2,0.75,0.7649,0.7502,0.7502,0.014900000000000024,0.00019999999999997797
B_00432_Nu_00315_Cl_00523_0001,432,315,523,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00523_0001.log,True,0,2,0.75,0.7655,0.7502,0.7502,0.015499999999999958,0.00019999999999997797
B_00432_Nu_00315_Cl_00532_0000,432,315,532,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00532_0000.log,True,0,2,0.75,0.7701,0.7503,0.7503,0.020100000000000007,0.00029999999999996696
B_00432_Nu_00315_Cl_00533_0001,432,315,533,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00533_0001.log,True,0,2,0.75,0.772,0.7504,0.7504,0.02200000000000002,0.00039999999999995595
B_00432_Nu_00315_Cl_00544_0000,432,315,544,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00544_0000.log,True,0,2,0.75,0.7688,0.7503,0.7503,0.01880000000000004,0.00029999999999996696
B_00432_Nu_00315_Cl_00549_0000,432,315,549,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00549_0000.log,True,0,2,0.75,0.7654,0.7502,0.7502,0.01539999999999997,0.00019999999999997797
B_00432_Nu_00315_Cl_00561_0000,432,315,561,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00561_0000.log,True,0,2,0.75,0.7711,0.7504,0.7504,0.021100000000000008,0.00039999999999995595
B_00432_Nu_00315_Cl_00574_0000,432,315,574,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00574_0000.log,True,0,2,0.75,0.7646,0.7502,0.7502,0.014599999999999946,0.00019999999999997797
B_00432_Nu_00315_Cl_00590_0001,432,315,590,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00590_0001.log,True,0,2,0.75,0.766,0.7502,0.7502,0.016000000000000014,0.00019999999999997797
B_00432_Nu_00315_Cl_00591_0000,432,315,591,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00591_0000.log,True,0,2,0.75,0.7691,0.7503,0.7503,0.019100000000000006,0.00029999999999996696
B_00432_Nu_00315_Cl_00597_0000,432,315,597,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00597_0000.log,True,0,2,0.75,0.7696,0.7503,0.7503,0.01959999999999995,0.00029999999999996696
B_00432_Nu_00315_Cl_00601_0000,432,315,601,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00601_0000.log,True,0,2,0.75,0.7708,0.7503,0.7503,0.02080000000000004,0.00029999999999996696
B_00432_Nu_00315_Cl_00602_0001,432,315,602,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00315_Cl_00602_0001.log,True,0,2,0.75,0.7672,0.7502,0.7502,0.017199999999999993,0.00019999999999997797
B_00432_Nu_00317_Cl_00443_0000,432,317,443,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00443_0000.log,True,0,2,0.75,0.7682,0.7503,0.7503,0.018199999999999994,0.00029999999999996696
B_00432_Nu_00317_Cl_00461_0002,432,317,461,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00461_0002.log,True,0,2,0.75,0.7678,0.7503,0.7503,0.017800000000000038,0.00029999999999996696
B_00432_Nu_00317_Cl_00472_0000,432,317,472,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00472_0000.log,True,0,2,0.75,0.7633,0.7502,0.7502,0.013299999999999979,0.00019999999999997797
B_00432_Nu_00317_Cl_00523_0000,432,317,523,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00523_0000.log,True,0,2,0.75,0.7651,0.7502,0.7502,0.015100000000000002,0.00019999999999997797
B_00432_Nu_00317_Cl_00533_0001,432,317,533,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00533_0001.log,True,0,2,0.75,0.7671,0.7502,0.7502,0.017100000000000004,0.00019999999999997797
B_00432_Nu_00317_Cl_00544_0002,432,317,544,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00544_0002.log,True,0,2,0.75,0.7678,0.7503,0.7503,0.017800000000000038,0.00029999999999996696
B_00432_Nu_00317_Cl_00561_0001,432,317,561,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00561_0001.log,True,0,2,0.75,0.7772,0.7506,0.7506,0.027200000000000002,0.0006000000000000449
B_00432_Nu_00317_Cl_00574_0000,432,317,574,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00574_0000.log,True,0,2,0.75,0.7641,0.7502,0.7502,0.014100000000000001,0.00019999999999997797
B_00432_Nu_00317_Cl_00590_0001,432,317,590,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00590_0001.log,True,0,2,0.75,0.7659,0.7502,0.7502,0.015900000000000025,0.00019999999999997797
B_00432_Nu_00317_Cl_00601_0000,432,317,601,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00601_0000.log,True,0,2,0.75,0.7686,0.7503,0.7503,0.01859999999999995,0.00029999999999996696
B_00432_Nu_00317_Cl_00602_0001,432,317,602,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00602_0001.log,True,0,2,0.75,0.7657,0.7502,0.7502,0.015700000000000047,0.00019999999999997797
B_00432_Nu_00317_Cl_00610_0001,432,317,610,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00610_0001.log,True,0,2,0.75,0.7684,0.7503,0.7503,0.018399999999999972,0.00029999999999996696
B_00432_Nu_00317_Cl_00614_0000,432,317,614,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00317_Cl_00614_0000.log,True,0,2,0.75,0.7682,0.7503,0.7503,0.018199999999999994,0.00029999999999996696
B_00432_Nu_00318_Cl_00621_0000,432,318,621,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00318_Cl_00621_0000.log,True,0,2,0.75,0.7663,0.7502,0.7502,0.01629999999999998,0.00019999999999997797
B_00432_Nu_00324_Cl_00513_0000,432,324,513,0,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00324_Cl_00513_0000.log,True,0,2,0.75,0.7659,0.7502,0.7502,0.015900000000000025,0.00019999999999997797
B_00432_Nu_00324_Cl_00594_0001,432,324,594,1,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00324_Cl_00594_0001.log,True,0,2,0.75,0.7696,0.7503,0.7503,0.01959999999999995,0.00029999999999996696
B_00432_Nu_00329_Cl_00463_0002,432,329,463,2,TS_needIRC_base_then_conf_v1,conf_specific,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00432_Nu_00329_Cl_00463_0002.log,True,0,2,0.75,0.7624,0.7501,0.7501,0.012399999999999967,9.999999999998899e-05
