identifier,B_Index,N_Index,N_Atomid,Cl_Index,conf_idxs_ts,deltaG_qharm(kcal/mol),deltaGa_qharm(kcal/mol),bep_fit_deltaGa(kcal/mol),bep_residual(kcal/mol),bep_abs_residual(kcal/mol),bep_outlier_2sigma,bep_outlier_top5pct,log_found,log_path,log_source,log_name_variant,normal_termination,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after,high_spin_contamination
B_00397_Nu_00048_Cl_00617_0000,397,48,1,617,0,-19.74856926,5.287347653,15.426098582333484,-10.138750929333483,10.138750929333483,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00048_Cl_00617_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.767,0.7501,0.7501,0.017,9.9999999999989e-05,False
B_00397_Nu_00053_Cl_00519_0000,397,53,1,519,0,-30.97900973,9.29371846,11.334317050659417,-2.0405985906594175,2.0405985906594175,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00053_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7726,0.7503,0.7503,0.0225999999999999,0.0002999999999999,False
B_00397_Nu_00054_Cl_00548_0000,397,54,1,548,0,-40.99048619,8.861342515,7.68666185910684,1.1746806558931606,1.1746806558931606,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00054_Cl_00548.log,TS_needIRC_base_then_conf_v1,base_without_conf,True,2,0.75,0.7719,0.7501,0.7501,0.0219,9.9999999999989e-05,False
B_00397_Nu_00055_Cl_00550_0000,397,55,1,550,0,-22.29186423,13.14863805,14.49945573019916,-1.3508176801991585,1.3508176801991585,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00055_Cl_00550_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7726,0.7503,0.7503,0.0225999999999999,0.0002999999999999,False
B_00397_Nu_00058_Cl_00489_0012,397,58,3,489,12,-22.24392846,8.435785364,14.516921002279673,-6.081135638279674,6.081135638279674,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00058_Cl_00489_0012.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7691,0.7501,0.7501,0.0191,9.9999999999989e-05,False
B_00397_Nu_00061_Cl_00518_0000,397,61,3,518,0,-27.34724619,11.06548154,12.657540571595746,-1.5920590315957455,1.5920590315957455,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00061_Cl_00518_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7697,0.7502,0.7502,0.0197,0.0001999999999999,False
B_00397_Nu_00065_Cl_00468_0001,397,65,6,468,1,-36.08625591,5.538995585,9.473505299520959,-3.934509714520958,3.934509714520958,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00065_Cl_00468_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7676,0.7501,0.7501,0.0175999999999999,9.9999999999989e-05,False
B_00397_Nu_00067_Cl_00460_0000,397,67,1,460,0,-40.33878472,6.394430427,7.924107580513246,-1.529677153513246,1.529677153513246,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00067_Cl_00460_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7705,0.7501,0.7501,0.0204999999999999,9.9999999999989e-05,False
B_00397_Nu_00070_Cl_00526_0010,397,70,2,526,10,-31.60266,11.46831049,11.107091710404394,0.3612187795956068,0.3612187795956068,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00070_Cl_00526_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7696,0.7502,0.7502,0.0195999999999999,0.0001999999999999,False
B_00397_Nu_00076_Cl_00489_0010,397,76,4,489,10,-8.098175232,19.34260818,19.67088909147157,-0.3282809114715697,0.3282809114715697,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00076_Cl_00489_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.767,0.7502,0.7502,0.017,0.0001999999999999,False
B_00397_Nu_00076_Cl_00526_0010,397,76,4,526,10,-28.54501297,9.748540833,12.221137386631735,-2.4725965536317354,2.4725965536317354,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00076_Cl_00526_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7681,0.7501,0.7501,0.0181,9.9999999999989e-05,False
B_00397_Nu_00084_Cl_00553_0000,397,84,2,553,0,-16.48374485,16.49995479,16.61562879360904,-0.11567400360904045,0.11567400360904045,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00084_Cl_00553_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7738,0.7503,0.7503,0.0238,0.0002999999999999,False
B_00397_Nu_00085_Cl_00489_0000,397,85,4,489,0,-13.33264886,12.50011698,17.763722353328006,-5.263605373328007,5.263605373328007,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00085_Cl_00489_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7663,0.7502,0.7502,0.0162999999999999,0.0001999999999999,False
B_00397_Nu_00085_Cl_00526_0001,397,85,4,526,1,-33.77948659,12.10512475,10.313970651402952,1.7911540985970476,1.7911540985970476,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00085_Cl_00526_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7678,0.7501,0.7501,0.0178,9.9999999999989e-05,False
B_00397_Nu_00092_Cl_00610_0001,397,92,4,610,1,-31.61057204,12.73223574,11.104208979380944,1.628026760619056,1.628026760619056,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00092_Cl_00610_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7709,0.7503,0.7503,0.0209,0.0002999999999999,False
B_00397_Nu_00101_Cl_00519_0000,397,101,4,519,0,-23.90346544,17.03110691,13.91227305600957,3.118833853990429,3.118833853990429,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00101_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7715,0.7503,0.7503,0.0214999999999999,0.0002999999999999,False
B_00397_Nu_00103_Cl_00519_0000,397,103,1,519,0,-24.25895679,10.74587504,13.782750714968223,-3.0368756749682237,3.0368756749682237,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00103_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7712,0.7503,0.7503,0.0211999999999999,0.0002999999999999,False
B_00397_Nu_00103_Cl_00534_0000,397,103,1,534,0,-26.26019872,12.56558507,13.053603466339803,-0.48801839633980393,0.48801839633980393,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00103_Cl_00534_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.77,0.7502,0.7502,0.02,0.0001999999999999,False
B_00397_Nu_00104_Cl_00519_0001,397,104,1,519,1,-25.3447165,17.75941924,13.387157012202815,4.372262227797185,4.372262227797185,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00104_Cl_00519_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7708,0.7503,0.7503,0.0208,0.0002999999999999,False
B_00397_Nu_00107_Cl_00519_0000,397,107,1,519,0,-23.66105294,14.71976333,14.000595414620223,0.7191679153797761,0.7191679153797761,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00107_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7717,0.7503,0.7503,0.0217,0.0002999999999999,False
B_00397_Nu_00113_Cl_00519_0000,397,113,3,519,0,-24.16857682,17.18469314,13.815680420002247,3.3690127199977535,3.3690127199977535,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00113_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7686,0.7502,0.7502,0.0185999999999999,0.0001999999999999,False
B_00397_Nu_00120_Cl_00488_0000,397,120,6,488,0,-24.47396103,18.93993093,13.70441448400616,5.23551644599384,5.23551644599384,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00120_Cl_00488_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.765,0.7502,0.7502,0.015,0.0001999999999999,False
B_00397_Nu_00120_Cl_00489_0000,397,120,6,489,0,-13.8442328,11.93657491,17.577328086497165,-5.6407531764971655,5.6407531764971655,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00120_Cl_00489_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7653,0.7502,0.7502,0.0152999999999999,0.0001999999999999,False
B_00397_Nu_00120_Cl_00556_0000,397,120,6,556,0,-23.28138961,11.27079198,14.138924753179808,-2.8681327731798074,2.8681327731798074,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00120_Cl_00556_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7666,0.7502,0.7502,0.0165999999999999,0.0001999999999999,False
B_00397_Nu_00122_Cl_00583_0001,397,122,10,583,1,-19.51480324,17.77091809,15.51127061863287,2.2596474713671277,2.2596474713671277,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00122_Cl_00583_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7733,0.7503,0.7503,0.0232999999999999,0.0002999999999999,False
B_00397_Nu_00130_Cl_00519_0000,397,130,3,519,0,-24.35398324,10.96423101,13.748128077132314,-2.7838970671323136,2.7838970671323136,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00130_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7714,0.7503,0.7503,0.0213999999999999,0.0002999999999999,False
B_00397_Nu_00131_Cl_00473_0000,397,131,2,473,0,-43.22135601,5.333366308,6.873850290991644,-1.5404839829916446,1.5404839829916446,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00131_Cl_00473_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7682,0.7502,0.7502,0.0181999999999999,0.0001999999999999,False
B_00397_Nu_00135_Cl_00591_0000,397,135,3,591,0,-34.164682,9.497010271,10.173625714004107,-0.6766154430041063,0.6766154430041063,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00135_Cl_00591_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.769,0.7501,0.7501,0.019,9.9999999999989e-05,False
B_00397_Nu_00138_Cl_00489_0000,397,138,4,489,0,-12.83227122,7.333805708,17.946033634144104,-10.612227926144104,10.612227926144104,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00138_Cl_00489_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7666,0.7502,0.7502,0.0165999999999999,0.0001999999999999,False
B_00397_Nu_00141_Cl_00489_0000,397,141,1,489,0,-4.845126465,22.30841088,20.856128878103526,1.4522820018964744,1.4522820018964744,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00141_Cl_00489_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7705,0.7503,0.7503,0.0204999999999999,0.0002999999999999,False
B_00397_Nu_00141_Cl_00526_0000,397,141,1,526,0,-25.2919642,13.42723951,13.406377174356734,0.02086233564326534,0.02086233564326534,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00141_Cl_00526_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7732,0.7503,0.7503,0.0232,0.0002999999999999,False
B_00397_Nu_00141_Cl_00533_0000,397,141,1,533,0,-24.91448013,18.18026471,13.543912505250765,4.636352204749235,4.636352204749235,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00141_Cl_00533_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7724,0.7504,0.7504,0.0223999999999999,0.0003999999999999,False
B_00397_Nu_00153_Cl_00470_0000,397,153,2,470,0,-13.37401025,18.93560328,17.74865243935816,1.1869508406418383,1.1869508406418383,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00153_Cl_00470_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7689,0.7502,0.7502,0.0189,0.0001999999999999,False
B_00397_Nu_00157_Cl_00444_0000,397,157,2,444,0,-30.0975266,6.103135076,11.655483117248812,-5.552348041248812,5.552348041248812,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00157_Cl_00444_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7631,0.7501,0.7501,0.0131,9.9999999999989e-05,False
B_00397_Nu_00160_Cl_00454_0000,397,160,2,454,0,-12.03515078,21.03016506,18.236462375886227,2.793702684113775,2.793702684113775,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00160_Cl_00454_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7634,0.7501,0.7501,0.0133999999999999,9.9999999999989e-05,False
B_00397_Nu_00173_Cl_00561_0000,397,173,2,561,0,-18.84003136,18.3044425,15.75712198341705,2.54732051658295,2.54732051658295,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00173_Cl_00561_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7752,0.7504,0.7504,0.0252,0.0003999999999999,False
B_00397_Nu_00177_Cl_00519_0000,397,177,2,519,0,-8.044412618,21.89998474,19.69047735888168,2.2095073811183212,2.2095073811183212,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00177_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7715,0.7502,0.7502,0.0214999999999999,0.0001999999999999,False
B_00397_Nu_00178_Cl_00526_0000,397,178,2,526,0,-16.70476918,12.702205,16.535099158644098,-3.8328941586440983,3.8328941586440983,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00178_Cl_00526_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7668,0.7502,0.7502,0.0168,0.0001999999999999,False
B_00397_Nu_00183_Cl_00499_0000,397,183,2,499,0,-13.42558653,20.09300759,17.729860757006946,2.3631468329930527,2.3631468329930527,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00183_Cl_00499_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7769,0.7505,0.7505,0.0269,0.0004999999999999,False
B_00397_Nu_00184_Cl_00457_0000,397,184,2,457,0,-5.914171069,20.52540883,20.46662528037126,0.058783549628738996,0.058783549628738996,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00184_Cl_00457_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7616,0.7501,0.7501,0.0116,9.9999999999989e-05,False
B_00397_Nu_00194_Cl_00607_0000,397,194,2,607,0,-12.68604827,18.61427845,17.99930958248426,0.6149688675157421,0.6149688675157421,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00194_Cl_00607_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7715,0.7503,0.7503,0.0214999999999999,0.0002999999999999,False
B_00397_Nu_00212_Cl_00502_0000,397,212,10,502,0,-15.85154353,12.44136936,16.845969686505114,-4.404600326505115,4.404600326505115,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00212_Cl_00502_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7642,0.7502,0.7502,0.0141999999999999,0.0001999999999999,False
B_00397_Nu_00214_Cl_00514_0000,397,214,8,514,0,-17.73659803,9.310773933,16.159155023277652,-6.848381090277652,6.848381090277652,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00214_Cl_00514_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.76,0.7501,0.7501,0.01,9.9999999999989e-05,False
B_00397_Nu_00242_Cl_00519_0000,397,242,5,519,0,-15.39945113,17.3732157,17.010688366762736,0.3625273332372636,0.3625273332372636,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00242_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7711,0.7503,0.7503,0.0211,0.0002999999999999,False
B_00397_Nu_00251_Cl_00519_0000,397,251,4,519,0,-12.70261462,18.49928066,17.993273676309578,0.5060069836904226,0.5060069836904226,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00251_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7724,0.7503,0.7503,0.0223999999999999,0.0002999999999999,False
B_00397_Nu_00252_Cl_00519_0000,397,252,7,519,0,-13.92660468,23.42197834,17.547316108052186,5.874662231947813,5.874662231947813,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00252_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7727,0.7504,0.7504,0.0227,0.0003999999999999,False
B_00397_Nu_00253_Cl_00499_0000,397,253,7,499,0,-16.61663338,19.89203998,16.567211206224307,3.3248287737756925,3.3248287737756925,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00253_Cl_00499_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7718,0.7504,0.7504,0.0218,0.0003999999999999,False
B_00397_Nu_00259_Cl_00603_0000,397,259,5,603,0,-6.536709783,25.27949325,20.23980493262961,5.039688317370391,5.039688317370391,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00259_Cl_00603_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7729,0.7504,0.7504,0.0229,0.0003999999999999,False
B_00397_Nu_00269_Cl_00452_0000,397,269,7,452,0,-30.34525356,9.70115024,11.565224449075153,-1.8640742090751523,1.8640742090751523,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00269_Cl_00452_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7661,0.7502,0.7502,0.0161,0.0001999999999999,False
B_00397_Nu_00270_Cl_00519_0000,397,270,3,519,0,-11.81221237,22.42393826,18.3176894008792,4.1062488591208,4.1062488591208,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00270_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7731,0.7504,0.7504,0.0231,0.0003999999999999,False
B_00397_Nu_00271_Cl_00502_0000,397,271,3,502,0,-11.91591561,19.13022483,18.279905397363017,0.850319432636983,0.850319432636983,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00271_Cl_00502_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7637,0.7502,0.7502,0.0137,0.0001999999999999,False
B_00397_Nu_00271_Cl_00581_0001,397,271,3,581,1,-10.44919287,19.55194779,18.814301980974342,0.7376458090256577,0.7376458090256577,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00271_Cl_00581_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7691,0.7503,0.7503,0.0191,0.0002999999999999,False
B_00397_Nu_00272_Cl_00519_0000,397,272,4,519,0,-12.78592834,21.87809877,17.962918540930723,3.9151802290692785,3.9151802290692785,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00272_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7725,0.7503,0.7503,0.0224999999999999,0.0002999999999999,False
B_00397_Nu_00274_Cl_00607_0000,397,274,7,607,0,-21.01858616,15.96901872,14.963371255634609,1.0056474643653903,1.0056474643653903,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00274_Cl_00607_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7718,0.7504,0.7504,0.0218,0.0003999999999999,False
B_00397_Nu_00281_Cl_00592_0000,397,281,7,592,0,-6.978413289,19.83493957,20.0788714186544,-0.24393184865440176,0.24393184865440176,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00281_Cl_00592_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7704,0.7503,0.7503,0.0203999999999999,0.0002999999999999,False
B_00397_Nu_00281_Cl_00597_0001,397,281,7,597,1,-19.57403027,15.61047415,15.489691405584434,0.1207827444155658,0.1207827444155658,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00281_Cl_00597_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7681,0.7503,0.7503,0.0181,0.0002999999999999,False
B_00397_Nu_00288_Cl_00541_0000,397,288,3,541,0,-16.33472792,17.85598799,16.669922721234553,1.1860652687654465,1.1860652687654465,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00288_Cl_00541_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7674,0.7503,0.7503,0.0173999999999999,0.0002999999999999,False
B_00397_Nu_00290_Cl_00559_0000,397,290,2,559,0,-7.775227203,22.96076579,19.788554358856466,3.172211431143534,3.172211431143534,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00290_Cl_00559_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7676,0.7502,0.7502,0.0175999999999999,0.0001999999999999,False
B_00397_Nu_00290_Cl_00601_0000,397,290,2,601,0,-14.09674831,20.11981541,17.485324722689718,2.634490687310283,2.634490687310283,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00290_Cl_00601_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7688,0.7503,0.7503,0.0188,0.0002999999999999,False
B_00397_Nu_00291_Cl_00451_0000,397,291,2,451,0,-7.323137393,25.40863234,19.953272095454384,5.455360244545616,5.455360244545616,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00291_Cl_00451_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7682,0.7502,0.7502,0.0181999999999999,0.0001999999999999,False
B_00397_Nu_00291_Cl_00461_0000,397,291,2,461,0,-7.058676773,21.31123691,20.049627628762426,1.2616092812375754,1.2616092812375754,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00291_Cl_00461_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7603,0.7501,0.7501,0.0102999999999999,9.9999999999989e-05,False
B_00397_Nu_00291_Cl_00463_0001,397,291,2,463,1,-10.29451447,19.96000241,18.87065865034627,1.0893437596537296,1.0893437596537296,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00291_Cl_00463_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7621,0.7501,0.7501,0.0121,9.9999999999989e-05,False
B_00397_Nu_00291_Cl_00544_0001,397,291,2,544,1,-14.44593179,17.86663396,17.358100637539508,0.5085333224604938,0.5085333224604938,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00291_Cl_00544_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7619,0.7501,0.7501,0.0119,9.9999999999989e-05,False
B_00397_Nu_00291_Cl_00597_0000,397,291,2,597,0,-11.4495159,19.32631428,18.449836908496003,0.8764773715039951,0.8764773715039951,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00291_Cl_00597_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7651,0.7502,0.7502,0.0151,0.0001999999999999,False
B_00397_Nu_00291_Cl_00621_0000,397,291,2,621,0,-17.19256435,16.89984072,16.357372267773023,0.5424684522269771,0.5424684522269771,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00291_Cl_00621_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7679,0.7503,0.7503,0.0179,0.0002999999999999,False
B_00397_Nu_00291_Cl_00622_0000,397,291,2,622,0,-6.340493383,19.67291086,20.311295863361693,-0.6383850033616909,0.6383850033616909,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00291_Cl_00622_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.766,0.7502,0.7502,0.016,0.0001999999999999,False
B_00397_Nu_00293_Cl_00538_0000,397,293,3,538,0,-7.891690832,21.63472936,19.74612114107423,1.8886082189257714,1.8886082189257714,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00293_Cl_00538_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7682,0.7502,0.7502,0.0181999999999999,0.0001999999999999,False
B_00397_Nu_00294_Cl_00460_0000,397,294,3,460,0,-20.45187305,16.61217828,15.169851690970159,1.4423265890298396,1.4423265890298396,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00397_Nu_00294_Cl_00460_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7628,0.7501,0.7501,0.0128,9.9999999999989e-05,False
