identifier,B_Index,N_Index,N_Atomid,Cl_Index,conf_idxs_ts,deltaG_qharm(kcal/mol),deltaGa_qharm(kcal/mol),bep_fit_deltaGa(kcal/mol),bep_residual(kcal/mol),bep_abs_residual(kcal/mol),bep_outlier_2sigma,bep_outlier_top5pct,log_found,log_path,log_source,log_name_variant,normal_termination,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after,high_spin_contamination
B_00413_Nu_00321_Cl_00448_0000,413,321,2,448,0,-26.39301169,12.78714128,13.005213409042897,-0.21807212904289663,0.21807212904289663,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00321_Cl_00448_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7613,0.7501,0.7501,0.0112999999999999,9.9999999999989e-05,False
B_00413_Nu_00322_Cl_00533_0000,413,322,2,533,0,-27.89012089,14.08476458,12.459745598423773,1.6250189815762273,1.6250189815762273,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00322_Cl_00533_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7693,0.7503,0.7503,0.0192999999999999,0.0002999999999999,False
B_00413_Nu_00323_Cl_00620_0000,413,323,2,620,0,-15.08556251,15.53703998,17.12505286223819,-1.5880128822381891,1.5880128822381891,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00323_Cl_00620_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7664,0.7502,0.7502,0.0163999999999999,0.0001999999999999,False
B_00413_Nu_00324_Cl_00499_0000,413,324,3,499,0,-17.46319497,19.83484776,16.25876871114676,3.576079048853238,3.576079048853238,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00324_Cl_00499_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7752,0.7505,0.7505,0.0252,0.0004999999999999,False
B_00413_Nu_00326_Cl_00578_0000,413,326,3,578,0,-23.46004416,17.82001827,14.07383243643655,3.746185833563448,3.746185833563448,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00326_Cl_00578_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7706,0.7503,0.7503,0.0205999999999999,0.0002999999999999,False
B_00413_Nu_00328_Cl_00602_0000,413,328,3,602,0,-14.57446991,15.52325008,17.311268110628646,-1.7880180306286455,1.7880180306286455,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00328_Cl_00602_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7681,0.7502,0.7502,0.0181,0.0001999999999999,False
B_00413_Nu_00339_Cl_00484_0000,413,339,4,484,0,-9.446254566,22.71837106,19.179719921675623,3.5386511383243757,3.5386511383243757,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00339_Cl_00484_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7694,0.7503,0.7503,0.0193999999999999,0.0002999999999999,False
B_00413_Nu_00339_Cl_00566_0000,413,339,4,566,0,-23.72596195,13.21747408,13.976945987060661,-0.7594719070606608,0.7594719070606608,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00339_Cl_00566_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7614,0.7501,0.7501,0.0113999999999999,9.9999999999989e-05,False
B_00413_Nu_00340_Cl_00508_0000,413,340,3,508,0,-6.201437406,21.64078501,20.361960543885797,1.2788244661142016,1.2788244661142016,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00340_Cl_00508_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7709,0.7502,0.7502,0.0209,0.0001999999999999,False
B_00413_Nu_00342_Cl_00519_0000,413,342,4,519,0,-16.6360069,14.27569301,16.560152515022363,-2.2844595050223635,2.2844595050223635,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00342_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7721,0.7502,0.7502,0.0221,0.0001999999999999,False
B_00413_Nu_00343_Cl_00603_0001,413,343,3,603,1,-21.10327012,16.38714403,14.932516876905417,1.4546271530945845,1.4546271530945845,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00343_Cl_00603_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7625,0.7501,0.7501,0.0124999999999999,9.9999999999989e-05,False
B_00413_Nu_00350_Cl_00488_0000,413,350,6,488,0,-26.05813615,19.29544642,13.1272244337789,6.1682219862211,6.1682219862211,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00350_Cl_00488_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7598,0.7501,0.7501,0.0098,9.9999999999989e-05,False
B_00413_Nu_00353_Cl_00533_0000,413,353,7,533,0,-23.80421056,14.01619657,13.948436311226267,0.06776025877373293,0.06776025877373293,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00353_Cl_00533_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7587,0.7501,0.7501,0.0087,9.9999999999989e-05,False
B_00413_Nu_00357_Cl_00618_0000,413,357,5,618,0,-7.168209157,15.8779795,20.009719791917675,-4.131740291917675,4.131740291917675,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00357_Cl_00618_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7601,0.7501,0.7501,0.0100999999999999,9.9999999999989e-05,False
B_00413_Nu_00359_Cl_00546_0000,413,359,2,546,0,-31.33957048,7.621190942,11.202947687023357,-3.581756745023357,3.581756745023357,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00359_Cl_00546_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7617,0.7501,0.7501,0.0117,9.9999999999989e-05,False
B_00413_Nu_00368_Cl_00523_0001,413,368,3,523,1,-9.884429316,18.73719732,19.020072100694307,-0.28287478069430705,0.28287478069430705,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00368_Cl_00523_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7625,0.7501,0.7501,0.0124999999999999,9.9999999999989e-05,False
B_00413_Nu_00371_Cl_00494_0000,413,371,6,494,0,-8.950972838,19.82011525,19.36017452031934,0.45994072968066035,0.45994072968066035,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00371_Cl_00494_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7657,0.7501,0.7501,0.0157,9.9999999999989e-05,False
B_00413_Nu_00379_Cl_00552_0000,413,379,9,552,0,-5.924301303,22.99157399,20.46293435618147,2.5286396338185284,2.5286396338185284,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00379_Cl_00552.log,TS_needIRC_base_then_conf_v1,base_without_conf,True,2,0.75,0.7681,0.7502,0.7502,0.0181,0.0001999999999999,False
B_00413_Nu_00380_Cl_00607_0000,413,380,5,607,0,-16.82526805,17.69669415,16.49119571138656,1.2054984386134393,1.2054984386134393,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00380_Cl_00607_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7671,0.7502,0.7502,0.0171,0.0001999999999999,False
B_00413_Nu_00383_Cl_00519_0001,413,383,7,519,1,-16.50801883,13.61687518,16.606784632658318,-2.9899094526583188,2.9899094526583188,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00383_Cl_00519_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7695,0.7503,0.7503,0.0194999999999999,0.0002999999999999,False
B_00413_Nu_00384_Cl_00621_0000,413,384,6,621,0,-11.56112406,21.02409638,18.4091727681097,2.614923611890301,2.614923611890301,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00384_Cl_00621_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7616,0.7501,0.7501,0.0116,9.9999999999989e-05,False
B_00413_Nu_00385_Cl_00491_0000,413,385,4,491,0,-17.67366599,9.901433227,16.182084147002627,-6.280650920002627,6.280650920002627,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00385_Cl_00491_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.765,0.7502,0.7502,0.015,0.0001999999999999,False
B_00413_Nu_00385_Cl_00533_0000,413,385,4,533,0,-8.914443601,16.24812405,19.373483852016708,-3.125359802016707,3.125359802016707,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00385_Cl_00533_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.763,0.7501,0.7501,0.013,9.9999999999989e-05,False
B_00413_Nu_00386_Cl_00488_0000,413,386,6,488,0,-13.54712948,26.83490497,17.68557690193967,9.149328068060331,9.149328068060331,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00413_Nu_00386_Cl_00488_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7645,0.7502,0.7502,0.0144999999999999,0.0001999999999999,False
B_00414_Nu_00010_Cl_00488_0000,414,10,3,488,0,-40.22088684,11.22135151,7.967063363885785,3.254288146114215,3.254288146114215,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00010_Cl_00488_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7559,0.75,0.75,0.0059,0.0,False
B_00414_Nu_00024_Cl_00490_0000,414,24,1,490,0,-21.6136397,9.209068443,14.74656505895573,-5.53749661595573,5.53749661595573,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00024_Cl_00490_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7568,0.75,0.75,0.0068,0.0,False
B_00414_Nu_00033_Cl_00495_0000,414,33,2,495,0,-32.04775115,7.852056182,10.944923917222406,-3.0928677352224057,3.0928677352224057,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00033_Cl_00495_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7555,0.75,0.75,0.0054999999999999,0.0,False
B_00414_Nu_00038_Cl_00519_0000,414,38,2,519,0,-39.09753022,10.20332696,8.37635540220597,1.82697155779403,1.82697155779403,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00038_Cl_00519.log,TS_needIRC_base_then_conf_v1,base_without_conf,True,2,0.75,0.7542,0.75,0.75,0.0041999999999999,0.0,False
B_00414_Nu_00057_Cl_00500_0010,414,57,3,500,10,-11.56346887,28.30407304,18.408318442735826,9.895754597264173,9.895754597264173,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00057_Cl_00500_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7581,0.75,0.75,0.0080999999999999,0.0,False
B_00414_Nu_00057_Cl_00517_0001,414,57,3,517,1,-12.32054334,29.71897457,18.13248034513644,11.58649422486356,11.58649422486356,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00057_Cl_00517_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7585,0.75,0.75,0.0084999999999999,0.0,False
B_00414_Nu_00067_Cl_00517_0000,414,67,1,517,0,-10.18120244,30.72995058,18.911943591298414,11.818006988701587,11.818006988701587,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00067_Cl_00517_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7574,0.75,0.75,0.0073999999999999,0.0,False
B_00414_Nu_00067_Cl_00553_0000,414,67,1,553,0,-9.497301777,30.22685649,19.161121004226995,11.065735485773004,11.065735485773004,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00067_Cl_00553_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7579,0.75,0.75,0.0079,0.0,False
B_00414_Nu_00067_Cl_00557_0010,414,67,1,557,10,-10.12176175,30.5086253,18.93360065080749,11.575024649192507,11.575024649192507,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00067_Cl_00557_0010.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7569,0.75,0.75,0.0069,0.0,False
B_00414_Nu_00072_Cl_00506_0000,414,72,3,506,0,-13.35983769,18.87789652,17.753816174424426,1.1240803455755746,1.1240803455755746,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00072_Cl_00506_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7615,0.75,0.75,0.0114999999999999,0.0,False
B_00414_Nu_00072_Cl_00517_0000,414,72,3,517,0,-10.16527522,19.30548433,18.91774663213381,0.3877376978661893,0.3877376978661893,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00072_Cl_00517_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7627,0.7501,0.7501,0.0127,9.9999999999989e-05,False
B_00414_Nu_00074_Cl_00591_0000,414,74,2,591,0,-24.31811317,19.9246165,13.761197243061996,6.163419256938003,6.163419256938003,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00074_Cl_00591_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7533,0.75,0.75,0.0032999999999999,0.0,False
B_00414_Nu_00076_Cl_00506_0000,414,76,4,506,0,-19.33869288,14.34702494,15.575435966422162,-1.2284110264221617,1.2284110264221617,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00076_Cl_00506_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7612,0.75,0.75,0.0111999999999999,0.0,False
B_00414_Nu_00077_Cl_00519_0000,414,77,2,519,0,-22.28796109,14.95635504,14.500877829021569,0.4554772109784313,0.4554772109784313,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00077_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.761,0.75,0.75,0.011,0.0,False
B_00414_Nu_00078_Cl_00482_0000,414,78,5,482,0,-20.05112578,5.215151923,15.315862907772843,-10.100710984772842,10.100710984772842,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00078_Cl_00482_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7567,0.75,0.75,0.0067,0.0,False
B_00414_Nu_00081_Cl_00608_0000,414,81,4,608,0,-20.33287026,13.29068658,15.2132100454034,-1.9225234654034011,1.9225234654034011,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00081_Cl_00608_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7576,0.75,0.75,0.0076,0.0,False
B_00414_Nu_00082_Cl_00477_0001,414,82,3,477,1,-8.286894878,18.39444243,19.602129583397982,-1.2076871533979805,1.2076871533979805,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00082_Cl_00477_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7611,0.7501,0.7501,0.0110999999999999,9.9999999999989e-05,False
B_00414_Nu_00084_Cl_00500_0000,414,84,2,500,0,-20.30662189,15.37965702,15.222773570172484,0.15688344982751623,0.15688344982751623,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00084_Cl_00500_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.761,0.75,0.75,0.011,0.0,False
B_00414_Nu_00085_Cl_00506_0001,414,85,4,506,1,-13.39848935,24.61617952,17.739733543473392,6.8764459765266075,6.8764459765266075,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00085_Cl_00506_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7624,0.7501,0.7501,0.0123999999999999,9.9999999999989e-05,False
B_00414_Nu_00088_Cl_00609_0001,414,88,2,609,1,-27.55477309,13.24345113,12.5819286898522,0.6615224401478006,0.6615224401478006,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00088_Cl_00609_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7548,0.75,0.75,0.0048,0.0,False
B_00414_Nu_00090_Cl_00519_0000,414,90,2,519,0,-26.72720606,16.6454069,12.883450566809922,3.7619563331900796,3.7619563331900796,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00090_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7607,0.75,0.75,0.0107,0.0,False
B_00414_Nu_00090_Cl_00593_0000,414,90,2,593,0,-28.38818409,13.37927108,12.278277577751695,1.100993502248306,1.100993502248306,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00090_Cl_00593_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7563,0.75,0.75,0.0062999999999999,0.0,False
B_00414_Nu_00093_Cl_00618_0000,414,93,1,618,0,-16.12175463,9.210586073,16.747518980890597,-7.536932907890597,7.536932907890597,True,True,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00093_Cl_00618_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.755,0.75,0.75,0.005,0.0,False
B_00414_Nu_00094_Cl_00519_0000,414,94,3,519,0,-26.90486145,13.97972292,12.818722291392213,1.1610006286077876,1.1610006286077876,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00094_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7602,0.75,0.75,0.0101999999999999,0.0,False
B_00414_Nu_00109_Cl_00540_0000,414,109,4,540,0,-26.54518002,13.69135737,12.949771277092424,0.7415860929075766,0.7415860929075766,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00109_Cl_00540_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7564,0.75,0.75,0.0063999999999999,0.0,False
B_00414_Nu_00109_Cl_00604_0000,414,109,4,604,0,-36.48746372,13.14834936,9.327326286177112,3.8210230738228876,3.8210230738228876,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00109_Cl_00604_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7535,0.75,0.75,0.0034999999999999,0.0,False
B_00414_Nu_00116_Cl_00457_0000,414,116,7,457,0,-23.22930593,14.91470473,14.157901305390286,0.7568034246097142,0.7568034246097142,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00116_Cl_00457_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.753,0.75,0.75,0.003,0.0,False
B_00414_Nu_00117_Cl_00559_0000,414,117,5,559,0,-18.57142499,10.66845612,15.854988009864723,-5.186531889864723,5.186531889864723,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00117_Cl_00559_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7572,0.75,0.75,0.0071999999999999,0.0,False
B_00414_Nu_00138_Cl_00506_0011,414,138,4,506,11,-19.02546048,17.05557265,15.689561369861654,1.3660112801383448,1.3660112801383448,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00138_Cl_00506_0011.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7637,0.7501,0.7501,0.0137,9.9999999999989e-05,False
B_00414_Nu_00140_Cl_00615_0000,414,140,1,615,0,-26.74063294,13.93478429,12.878558518295995,1.0562257717040051,1.0562257717040051,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00140_Cl_00615_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7582,0.75,0.75,0.0081999999999999,0.0,False
B_00414_Nu_00153_Cl_00493_0000,414,153,2,493,0,-10.79444019,23.31667115,18.688512025396943,4.628159124603059,4.628159124603059,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00153_Cl_00493_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7659,0.7501,0.7501,0.0159,9.9999999999989e-05,False
B_00414_Nu_00157_Cl_00547_0001,414,157,2,547,1,-28.1323861,8.851255792,12.371476904538326,-3.5202211125383265,3.5202211125383265,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00157_Cl_00547_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.755,0.75,0.75,0.005,0.0,False
B_00414_Nu_00165_Cl_00509_0000,414,165,3,509,0,-10.68187852,17.23776812,18.72952357465102,-1.4917554546510203,1.4917554546510203,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00165_Cl_00509_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.758,0.75,0.75,0.008,0.0,False
B_00414_Nu_00193_Cl_00526_0002,414,193,2,526,2,-7.252388221,16.09077768,19.979049370721917,-3.8882716907219184,3.8882716907219184,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00193_Cl_00526_0002.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7623,0.7501,0.7501,0.0122999999999999,9.9999999999989e-05,False
B_00414_Nu_00197_Cl_00571_0000,414,197,2,571,0,-15.6094147,16.9508957,16.934188690695237,0.01670700930476343,0.01670700930476343,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00197_Cl_00571_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7587,0.75,0.75,0.0087,0.0,False
B_00414_Nu_00207_Cl_00519_0000,414,207,2,519,0,-11.23750925,17.8004106,18.52708097540321,-0.7266703754032093,0.7266703754032093,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00207_Cl_00519_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.765,0.7501,0.7501,0.015,9.9999999999989e-05,False
B_00414_Nu_00214_Cl_00543_0000,414,214,8,543,0,-39.99467579,8.505261751,8.049482766679752,0.4557789843202489,0.4557789843202489,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00214_Cl_00543_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7547,0.75,0.75,0.0047,0.0,False
B_00414_Nu_00215_Cl_00537_0000,414,215,2,537,0,-24.79187275,14.69762058,13.588584182596911,1.1090363974030897,1.1090363974030897,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00215_Cl_00537_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7537,0.75,0.75,0.0037,0.0,False
B_00414_Nu_00217_Cl_00463_0000,414,217,2,463,0,-27.22148939,16.55116274,12.70335973185905,3.8478030081409482,3.8478030081409482,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00217_Cl_00463_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.754,0.75,0.75,0.004,0.0,False
B_00414_Nu_00229_Cl_00596_0000,414,229,2,596,0,-12.69327397,13.46846911,17.99667691763978,-4.528207807639779,4.528207807639779,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00229_Cl_00596_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7559,0.75,0.75,0.0059,0.0,False
B_00414_Nu_00245_Cl_00514_0001,414,245,5,514,1,-6.317575271,23.39241654,20.319646017362594,3.0727705226374056,3.0727705226374056,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00245_Cl_00514_0001.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7612,0.7501,0.7501,0.0111999999999999,9.9999999999989e-05,False
B_00414_Nu_00251_Cl_00454_0000,414,251,4,454,0,-38.2624103,12.19321483,8.680629154826569,3.5125856751734315,3.5125856751734315,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00251_Cl_00454_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7673,0.7502,0.7502,0.0172999999999999,0.0001999999999999,False
B_00414_Nu_00253_Cl_00607_0000,414,253,7,607,0,-20.08404365,15.78971251,15.303869368170556,0.4858431418294433,0.4858431418294433,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00253_Cl_00607_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7635,0.7501,0.7501,0.0134999999999999,9.9999999999989e-05,False
B_00414_Nu_00256_Cl_00543_0002,414,256,9,543,2,-21.74571,21.29836669,14.698445591525559,6.599921098474443,6.599921098474443,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00256_Cl_00543_0002.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7676,0.7503,0.7503,0.0175999999999999,0.0002999999999999,False
B_00414_Nu_00258_Cl_00597_0000,414,258,9,597,0,-9.188954331,20.39029007,19.273466587488134,1.1168234825118653,1.1168234825118653,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00258_Cl_00597_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7651,0.7502,0.7502,0.0151,0.0001999999999999,False
B_00414_Nu_00268_Cl_00484_0000,414,268,10,484,0,-9.072709116,21.5205018,19.315820226702293,2.2046815732977088,2.2046815732977088,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00268_Cl_00484_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7644,0.7502,0.7502,0.0143999999999999,0.0001999999999999,False
B_00414_Nu_00273_Cl_00533_0002,414,273,4,533,2,-16.42889735,16.3828426,16.635612336387975,-0.2527697363879753,0.2527697363879753,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00273_Cl_00533_0002.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7658,0.7502,0.7502,0.0158,0.0001999999999999,False
B_00414_Nu_00276_Cl_00469_0000,414,276,4,469,0,-14.12543802,20.55705756,17.474871702094433,3.082185857905568,3.082185857905568,False,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00414_Nu_00276_Cl_00469_0000.log,TS_needIRC_base_then_conf_v1,conf_specific,True,2,0.75,0.7654,0.7502,0.7502,0.0153999999999999,0.0001999999999999,False
